pkg_name,dataset_name,dataset_title,dataset_description,dataset_format,dataset_source,dataset_reference,dataset_has_examples,dataset_has_links
Blossom,example3,Example univariate response data for MRPP,Hypothetical univariate response data in 2 groups with no outliers (Mielke 1986).,"A data frame with 30 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""group"")), list(""Grouping variable (1 or 2)."")), ""\n"", ""    "", list(list(list(""response"")), list(""Univariate response variable."")), ""\n"", ""  "")","Mielke, P.W. 1986. Non-metric statistical analyses: some metric alternatives. list(""Journal of Statistical Planning and Inference"") list(""13"") , 377--387.","NA",TRUE,FALSE
Blossom,Dist2mvm-methods,Report distance to the multivariate median,Appends the distance to the multivariate median onto the the original input data and returns it.,"NA","NA","NA",TRUE,FALSE
Blossom,QuantValues-methods,Report quantile values,"Reports all quantile regression estimates if list(""all.quants"") was set to list(""TRUE"") .","NA","NA","NA",TRUE,FALSE
Blossom,ex4rank,Example univariate data for MRPP,Hypothetical univariate response data to be compared in 2 groups.,"A data frame with 30 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""group"")), list(""Grouping variable (1 or 2)."")), ""\n"", ""     "", list(list(list(""rank"")), list(""Rank transformation of response variable."")), ""\n"", ""    "", list(list(list(""response"")), list(""Hypothetical response variables."")), ""\n"", ""   \n"", ""  "")","Mielke, P.W. 1986. Nonmetric statistical analyses: some metric alternatives. list(""Journal of Statistical Planning and Inference"") list(""13"") , 377--387.","NA",TRUE,FALSE
Blossom,example1,Example bivariate data for MRPP,Hypothetical bivariate responses in 2 groups from Biondini et al. (1985).,"A data frame with 7 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""group"")), list(""Grouping variable (1 or 2)."")), ""\n"", ""    "", list(list(list(""x_coord"")), list(""Response variable x."")), ""\n"", ""    "", list(list(list(""y_coord"")), list(""Response variable y."")), ""\n"", ""  "")","Biondini, M.E., C.D. Bonham, and E.F. Redente. 1985. Secondary successional patterns in a sagebrush ( list(""Artemisia tridentata"") ) community as they relate to soil disturbance and soil biological activity. list(""Plant Ecology"") list(""60"") , 25--36.","NA",TRUE,FALSE
Blossom,example4,Example univariate response data with outlier for MRPP,Hypothetical univariate response data in 2 groups with 1 outlier (Mielke 1986).,"A data frame with 30 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""group"")), list(""Grouping variable (1 or 2)."")), ""\n"", ""    "", list(list(list(""response"")), list(""Unvariate response variable."")), ""\n"", ""  "")","Mielke, P.W. 1986. Non-metric statistical analyses: some metric alternatives. list(""Journal of Statistical Planning and Inference"") list(""13"") , 377--387.","NA",TRUE,FALSE
Blossom,acorn,Acorn Production,"Acorn production data as related to oak ( list(""Quercus spp."") ) forest characteristics.","A data frame with 43 observations on the following 2 variables. list(""\n"", ""    "", list(list(list(""wtperha"")), list(""Annual acorn biomass (kg/ha)."")), ""\n"", ""    "", list(list(list(""oakccsi"")), list(""Forest suitability index based on canopy cover and number of oak species."")), ""\n"", ""  "")","Schroeder, R.L. and L.D. Vangilder. 1997. Tests of wildlife habitat models to evaluate oak mast production. list(""Wildlife Society Bulletin"") list(""25"") , 639--646.","Cade, B.S., J.W. Terrell, and R.L. Schroeder. 1999. Estimating effects of limiting factors with regression quantiles. list(""Ecology"") list(""80"") , 311--323.",TRUE,FALSE
Blossom,bgrouse,Blue grouse migration data,"The distance and elevation change (in meters) for male and female blue grouse ( list(""Dendragapus obscurus"") ) migrating from where they were marked on their breeding range to their winter range.","A data frame with 21 observations on the following 3 variables. list(""\n"", ""    "", list(list(list(""sex"")), list(""Bird gender, 4 = adult female, 3 = adult male."")), ""\n"", ""    "", list(list(list(""distance"")), list(""The distance traveled from their breeding to their winter range."")), ""\n"", ""    "", list(list(list(""elev"")), list(""The elevation change from breeding to winter range."")), ""\n"", ""  "")","Cade, B.S., and R.W. Hoffman. 1993. Differential migration of blue grouse in Colorado. list(""Auk"") list(""110"") , 70--77.","NA",TRUE,FALSE
Blossom,neter365,Soap scrap as a function of production line speed (Neter et al. 1989),Soap scrap as a function of production line speed for two different production lines.,"A data frame with 27 observations on the following 4 variables. list(""\n"", ""    "", list(list(list(""soap"")), list(""Soap scrap."")), ""\n"", ""    "", list(list(list(""speed"")), list(""Line speed."")), ""\n"", ""    "", list(list(list(""line.n"")), list(""An indicator of the production line."")), ""\n"", ""    "", list(list(list(""lxs"")), list(""Product of production line indicator and speed for their interaction."")), ""\n"", ""  "")","Neter, J., W. Wasserman, and M.H. Kutner.  1989. list(""Applied Linear Regression Models"") .  Richard S. Irwin, Inc., Homewood, Illinois. pp. 365--369.","Cade, B.S., and J.D. Richards. 1996. Permutation tests for least absolute deviation regression. list(""Biometrics"") list(""52"") , 886--902.",TRUE,FALSE
Blossom,rao,Circular orientation of homing pigeons (Rao 1976),The angular degree orientation of 10 homing pigeons used by Rao (1976) for his spacing test of uniformity on a circular distribution.,"A data frame with 10 observations on the following variable. list(""\n"", ""    "", list(list(list(""angl"")), list(""Compass orientation in degrees."")), ""\n"", ""  "")","Rao, J.S. 1976. Some tests based on arc-lengths for the circle. list(""Sankhya, Series B"") list(""38"") ,329--338.","NA",TRUE,FALSE
Blossom,prefer,Habitat preference data for pheasants,Habitat preference data for 13 pheasants using 5 cover types (Aebischer et al. 1993) for randomized block analyses.,"A data frame with 26 observations on the following 7 variables. list(""\n"", ""    "", list(list(list(""scrub"")), list(""Percentage of scrub cover type."")), ""\n"", ""    "", list(list(list(""broad"")), list(""Percentage of broadleaf woodland cover type."")), ""\n"", ""    "", list(list(list(""conifer"")), list(""Percentage of conifer woodland cover type."")), ""\n"", ""    "", list(list(list(""grass"")), list(""Percentage of grass cover type."")), ""\n"", ""    "", list(list(list(""crop"")), list(""Percentage of crop cover type."")), ""\n"", ""    "", list(list(list(""use"")), list(""Grouping value taking a 1 if used by a bird and a 0 if available habitat."")), 
    ""\n"", ""    "", list(list(list(""bird"")), list(""The numbers 1 to 13 indicating individual birds."")), ""\n"", ""  "")","Aebischer, N.J., P. A. Robertson, and R.E. Kenward. 1993. Compositional analysis of habitat use from animal radio-tracking data. list(""Ecology"") list(""74"") , 1313--1323.","NA",TRUE,FALSE
Blossom,fraserf,Subalpine forest tree cover data,Lodgepole pine and Engelmann spruce canopy cover modeled as a function of basal area and density of the trees with least absolute deviation regression.,"A data frame with 31 observations on the following 11 variables. list(""\n"", ""    "", list(list(list(""apico"")), list(""Basal area (m^2/ha) of lodgepole pine adjusted for slope of terrain."")), ""\n"", ""    "", list(list(list(""apien"")), list(""Basal area (m^2/ha) of Engelmann spruce."")), ""\n"", ""    "", list(list(list(""apien2"")), list(""Basal area squared of Engelmann spruce."")), ""\n"", ""    "", list(list(list(""lcc"")), list(""Lodgepole pine canopy cover."")), ""\n"", ""    "", list(list(list(""scc"")), list(""Englemann spruce canopy cover."")), ""\n"", ""    "", list(list(list(""picopha"")), 
    list(""Lodgepole pine stem density (number/ha)."")), ""\n"", ""    "", list(list(list(""pienpha"")), list(""Englemann spruce stem density (number/ha)."")), ""\n"", ""    "", list(list(list(""z81"")), list(""The transformation lcc-.81(apico)."")), ""\n"", ""    "", list(list(list(""z105"")), list(""The transformation lcc-1.05(apico)."")), ""\n"", ""    "", list(list(list(""z50"")), list(""The transformation lcc-.50(apico)."")), ""\n"", ""    "", list(list(list(""z90"")), list(""The transformation lcc-.90(apico)."")), ""\n"", ""  "")","Cade, B.S. 1997. Comparison of tree basal area and canopy cover in habitat models: Subalpine forest. list(""Journal of Wildlife Management"") list(""61"") , 326--335.","NA",TRUE,FALSE
Blossom,blue162,Example data of biweekly grouse locations,"Sequential locations of a blue grouse on its winter ranges in Middle Park, Colorado.","A data frame with 12 observations on the following 5 variables. list(""\n"", ""    "", list(list(list(""date"")), list(""Year, month, and day of location."")), ""\n"", ""    "", list(list(list(""bird"")), list(""Bird identification number."")), ""\n"", ""    "", list(list(list(""sexage"")), list(""Sex = 2 = female, age = 3 = adult."")), ""\n"", ""    "", list(list(list(""lat"")), list(""Latitudinal UTM coordinate."")), ""\n"", ""    "", list(list(list(""long"")), list(""Longitudinal UTM coordinate."")), ""\n"", ""  "")","Cade, B.S., and R.W. Hoffman. 1993. Differential migration of blue grouse in Colorado. list(""Auk"") list(""110"") , 70--77.","NA",TRUE,FALSE
Blossom,habitat,Blue grouse winter habitat selection data,Example comparing used versus available blue grouse winter habitat described by the basal area measurements of four species of trees present in stands on winter range.,"A data frame with 16 observations on the following 5 variables. list(""\n"", ""    "", list(list(list(""use"")), list(""An indicator of which habitat was used by blue grouse (1) and which was available (2)."")), ""\n"", ""    "", list(list(list(""dfir"")), list(""Basal area (m^2/ha) for Douglas-fir."")), ""\n"", ""    "", list(list(list(""junip"")), list(""Basal area (m^2/ha)for juniper."")), ""\n"", ""    "", list(list(list(""aspen"")), list(""Basal area (m^2/ha)for aspen."")), ""\n"", ""    "", list(list(list(""other"")), list(""Basal area (m^2/ha)for other trees."")), ""\n"", ""  "")","Cade, B.S., and R.W. Hoffman. 1990. Winter use of Douglas-fir forests by blue grouse in Colorado. list(""Journal of Wildlife Management"") list(""54"") , 471--479.","NA",TRUE,FALSE
Blossom,lahontan,Lahontan cutthroat trout density in streams,"Lahontan cutthroat trout ( list(""Oncorhynchus clarki henshawi"") ) numbers per meter of stream to stream width:depth ratio for n = 71 observations of streams across years in Nevada (Dunham et al. 2002, Cade 2005, Cade and Richards 2006, Cade et al. 2006).","A data frame with 71 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""lctm"")), list(""Lahonton cutthroat trout per meter of stream."")), ""\n"", ""    "", list(list(list(""widrat"")), list(""Stream width:depth ratio"")), ""\n"", ""    "", list(list(list(""lnlctm"")), list(""Log transformation of "", list(""lctm""), ""."")), ""\n"", ""    "", list(list(list(""wt"")), list(""Weights estimated to account for heterogeneity."")), ""\n"", ""    "", list(list(list(""wtwidrat"")), list(list(""wt""), "" multiplied by widrat."")), ""\n"", ""    "", list(list(list(""wtlnlctm"")), list(list(
    ""wt""), "" multiplied by lnlctm."")), ""\n"", ""  "")","Dunham, J.B., B.S. Cade, and J.W. Terrell. 2002. Influences of spatial and temporal variation on fish-habitat relationships defined by regression quantiles. list(""Transactions of the American Fisheries Society"") list(""131"") , 86--98.","Cade, B.S. 2005. list(""Linear models: Permutation methods"") . Pages 1049--1054 in B. Everitt and D. Howell, eds. Encyclopedia of Statistics in the Behavioral Science. Vol. 2. John Wiley and Sons. Cade, B.S., J.D. Richards, and P.W. Mielke, Jr.  2006.  Rank score and permutation testing alternatives for regression quantile estimates. list(""Journal of Statistical Computation and Simulation"") list(""76"") , 331--355. Cade, B.S., and J.D. Richards.  2006.  A permutation test for quantile regression. list(""Journal of Agricultural, Biological, and Environmental Statistics"") list(""11"") , 106--126.",TRUE,FALSE
Blossom,agree2,Lodgepole pine basal area and canopy cover,"Analysis comparing measures of the proportion of basal area to the proportion of canopy cover of lodgepole pine ( list(""Pinus contorta"") ) in 31 stands of subalpine forest in Colorado (Cade 1997).","A data frame with 62 observations on the following 6 variables. list(""\n"", ""    "", list(list(list(""pctscc"")), list(""The response variable for proportion Englemann spruce."")), ""\n"", ""    "", list(list(list(""pctfcc"")), list(""The response variable for proportion subalpine fir."")), ""\n"", ""    "", list(list(list(""pctlcc"")), list(""The response variable for proportion lodgepole pine."")), ""\n"", ""    "", list(list(list(""pctacc"")), list(""The response variable for proportion aspen."")), ""\n"", ""    "", list(list(list(""stand"")), list(""The grouping variable specifying the 31 sample plots."")), 
    ""\n"", ""    "", list(list(list(""method"")), list(""The blocking variable specifying whether the proportion was measured either for basal area (method = 2) or canopy cover (method = 1)."")), ""\n"", ""  "")","Cade, B.S. 1997. Comparison of tree basal area and canopy cover in habitat models: Subalpine forest. list(""Journal of Wildlife Management"") list(""61"") , 326--335.","NA",TRUE,FALSE
